subset,gen_anc,sex_chr_nonpar_group,variant_qc,capture,csq_set,csq,loftee_label,loftee_flags,max_af,n_non_ref_mean,n_non_ref_min,n_non_ref_max,n_non_ref_q25,n_non_ref_q50,n_non_ref_q75,n_het_mean,n_het_min,n_het_max,n_het_q25,n_het_q50,n_het_q75,n_hom_var_mean,n_hom_var_min,n_hom_var_max,n_hom_var_q25,n_hom_var_q50,n_hom_var_q75,n_hemi_var_mean,n_hemi_var_min,n_hemi_var_max,n_hemi_var_q25,n_hemi_var_q50,n_hemi_var_q75,n_high_ab_het_ref_mean,n_high_ab_het_ref_min,n_high_ab_het_ref_max,n_high_ab_het_ref_q25,n_high_ab_het_ref_q50,n_high_ab_het_ref_q75,n_over_gq_60_mean,n_over_gq_60_min,n_over_gq_60_max,n_over_gq_60_q25,n_over_gq_60_q50,n_over_gq_60_q75,n_over_dp_20_mean,n_over_dp_20_min,n_over_dp_20_max,n_over_dp_20_q25,n_over_dp_20_q50,n_over_dp_20_q75,n_over_dp_30_mean,n_over_dp_30_min,n_over_dp_30_max,n_over_dp_30_q25,n_over_dp_30_q50,n_over_dp_30_q75,n_non_ref_alleles_mean,n_non_ref_alleles_min,n_non_ref_alleles_max,n_non_ref_alleles_q25,n_non_ref_alleles_q50,n_non_ref_alleles_q75,n_singleton_mean,n_singleton_min,n_singleton_max,n_singleton_q25,n_singleton_q50,n_singleton_q75,n_singleton_ti_mean,n_singleton_ti_min,n_singleton_ti_max,n_singleton_ti_q25,n_singleton_ti_q50,n_singleton_ti_q75,n_singleton_tv_mean,n_singleton_tv_min,n_singleton_tv_max,n_singleton_tv_q25,n_singleton_tv_q50,n_singleton_tv_q75,n_insertion_mean,n_insertion_min,n_insertion_max,n_insertion_q25,n_insertion_q50,n_insertion_q75,n_deletion_mean,n_deletion_min,n_deletion_max,n_deletion_q25,n_deletion_q50,n_deletion_q75,n_transition_mean,n_transition_min,n_transition_max,n_transition_q25,n_transition_q50,n_transition_q75,n_transversion_mean,n_transversion_min,n_transversion_max,n_transversion_q25,n_transversion_q50,n_transversion_q75,n_indel_mean,n_indel_min,n_indel_max,n_indel_q25,n_indel_q50,n_indel_q75,n_snp_mean,n_snp_min,n_snp_max,n_snp_q25,n_snp_q50,n_snp_q75,r_ti_tv_mean,r_ti_tv_min,r_ti_tv_max,r_ti_tv_q25,r_ti_tv_q50,r_ti_tv_q75,r_ti_tv_singleton_mean,r_ti_tv_singleton_min,r_ti_tv_singleton_max,r_ti_tv_singleton_q25,r_ti_tv_singleton_q50,r_ti_tv_singleton_q75,r_het_hom_var_mean,r_het_hom_var_min,r_het_hom_var_max,r_het_hom_var_q25,r_het_hom_var_q50,r_het_hom_var_q75,r_insertion_deletion_mean,r_insertion_deletion_min,r_insertion_deletion_max,r_insertion_deletion_q25,r_insertion_deletion_q50,r_insertion_deletion_q75
non-ukb,global,x_nonpar,pass,ukb_broad_intersect,,stop_gained,LC,,,0.2294873915,0,3,0,0,0,0.09466525866,0,3,0,0,0,0.03396078781,0,2,0,0,0,0.1008613451,0,3,0,0,0,0,0,0,0,0,0,0.2239083692,0,3,0,0,0,0.2244268302,0,3,0,0,0,0.2148846027,0,3,0,0,0,0.2634481793,0,5,0,0,0,8.72E-04,0,1,0,0,0,4.01E-04,0,1,0,0,0,4.55E-04,0,1,0,0,0,3.18E-05,0,1,0,0,0,1.59E-05,0,1,0,0,0,0.03670576859,0,3,0,0,0,0.2266946996,0,5,0,0,0,4.77E-05,0,1,0,0,0,0.2634004682,0,5,0,0,0,0.02165440174,0,2,0,0,0,0,0,0,0,0,0,0.2228489484,0,2,0,0,0,0,0,0,0,0,0
non-ukb,global,y_nonpar,pass,ukb_broad_intersect,,stop_gained,LC,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
non-ukb,global,autosome_or_par,pass,ukb_broad_intersect,,stop_gained,,,,46.45853584,22,238,43,46,50,34.73968803,12,227,31,35,39,11.71884781,1,27,10,12,13,0,0,0,0,0,0,0.02064619965,0,3,0,0,0,46.1215648,19,126,42,46,50,45.3186945,17,144,41,45,49,42.85762997,10,80,39,43,47,58.17738365,27,253,54,58,63,0.4455266037,0,136,0,0,1,0.182441029,0,5,0,0,0,0.2497805288,0,136,0,0,0,3.579346803,0,13,2,4,5,0.02162586834,0,2,0,0,0,31.84153223,12,55,29,32,35,22.73487875,7,214,20,23,26,3.600972671,0,13,2,4,5,54.57641098,26,249,50,54,59,1.44788531,0.1370558376,4.714285714,1.2,1.4,1.631578947,0.1970775089,0,5,0,0,0,3.169368397,0.5555555556,40,2.428571429,3,3.666666667,3.660871512,0,10,2.5,4,5
non-ukb,global,x_nonpar,pass,ukb_broad_intersect,,stop_gained,,,,0.2848005038,0,5,0,0,0,0.1299715005,0,5,0,0,0,0.03410074048,0,2,0,0,0,0.1207282628,0,4,0,0,0,0,0,0,0,0,0,0.2753346141,0,5,0,0,0,0.2753696023,0,5,0,0,0,0.2604710044,0,5,0,0,0,0.3189012443,0,6,0,0,0,0.005528130487,0,4,0,0,0,0.002652739255,0,2,0,0,0,0.002779968956,0,4,0,0,0,3.91E-04,0,2,0,0,0,4.77E-05,0,1,0,0,0,0.08021514542,0,4,0,0,0,0.2382471564,0,5,0,0,0,4.39E-04,0,2,0,0,0,0.3184623018,0,6,0,0,0,0.06567594748,0,3,0,0,0,0.01280558789,0,1,0,0,0,0.3109407732,0,3,0,0,1,0,0,0,0,0,0
non-ukb,global,y_nonpar,pass,ukb_broad_intersect,,stop_gained,,,,4.5E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5E-04,0,1,0,0,0,0,0,0,0,0,0,4.03E-04,0,1,0,0,0,4.03E-04,0,1,0,0,0,3.04E-04,0,1,0,0,0,4.5E-04,0,1,0,0,0,1.52E-04,0,1,0,0,0,8.17E-05,0,1,0,0,0,7.01E-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27E-04,0,1,0,0,0,1.23E-04,0,1,0,0,0,0,0,0,0,0,0,4.5E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null
non-ukb,global,autosome_or_par,pass,ukb_broad_intersect,,synonymous_variant,,,,9628.685943,6899,12920,9478,9670,9789,5989.30288,3672,8747,5815,5995,6120,3639.383063,2489,4942,3564,3643,3713,0,0,0,0,0,0,0.169272755,0,8,0,0,0,9486.33726,6476,12861,9264,9584,9745,9316.535144,5260,12826,8975,9483,9706,8745.480909,3505,12480,8154,8912,9429,13268.06901,9388,17122,13101,13342,13507,4.338380111,0,256,2,3,6,2.901444693,0,57,1,2,4,1.436935418,0,242,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,11077.26052,7914,14313,10947,11128,11268,2190.808487,1474,2809,2147,2209,2256,0,0,0,0,0,0,13268.06901,9388,17122,13107,13344,13506,5.060679281,4.197622585,5.677022654,4.976711691,5.048106904,5.130747126,1.942188916,0,19,1,1.5,3,1.649195087,0.748929227,2.70421187,1.605741066,1.650464227,1.692590325,NaN,null,null,null,null,null
non-ukb,global,x_nonpar,pass,ukb_broad_intersect,,synonymous_variant,,,,71.50919235,18,239,50,65,88,34.80680806,0,190,0,0,73,7.668572992,0,92,0,0,14,29.03381129,0,166,0,39,53,0.00130410443,0,2,0,0,0,67.34614112,11,239,44,62,88,66.85043513,11,239,44,60,86,60.56226303,5,237,36,52,83,79.17776534,18,307,50,66,103,0.0935011069,0,6,0,0,0,0.06795974452,0,5,0,0,0,0.02554136238,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.13045497,14,269,42,56,85,13.04731036,0,49,8,12,17,0,0,0,0,0,0,79.17776534,18,307,50,66,102,5.416577159,1.529411765,62,4.25,5.058823529,6.083333333,0.1401573787,0,5,0,0,0,5.671761055,0.3965517241,102,3.631578947,5,6.777777778,NaN,null,null,null,null,null
non-ukb,global,y_nonpar,pass,ukb_broad_intersect,,synonymous_variant,,,,0.2915506198,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2915506198,0,4,0,0,0,0,0,0,0,0,0,0.240244764,0,4,0,0,0,0.2422708403,0,4,0,0,0,0.1719245389,0,3,0,0,0,0.2915506198,0,4,0,0,0,0.001734134422,0,1,0,0,0,0.00136044889,0,1,0,0,0,3.74E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2141918758,0,3,0,0,0,0.07735874395,0,3,0,0,0,0,0,0,0,0,0,0.2915506198,0,4,0,0,0,0.6932863887,0,2,0,1,1,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null
non-ukb,global,autosome_or_par,pass,ukb_broad_intersect,,,,,0.0001,199.9991062,36,2640,128,157,279,199.3976183,36,2573,127,156,271,0.6014879513,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.3220502,35,2634,124,154,271,187.9590543,28,2592,119,148,256,173.9844525,17,2467,109,139,228,200.6005942,36,2707,127,158,279,18.44125169,0,974,9,15,25,8.922323087,0,114,4,7,12,8.29369386,0,940,4,7,11,2.134523143,0,57,1,2,3,4.993908878,0,39,3,5,7,140.3973129,23,1950,88,110,198,53.07484923,5,1495,34,43,71,7.128432021,0,65,4,7,9,193.4721621,33,2658,122,151,272,2.681481389,0.1615925059,10,2.341463415,2.642857143,2.975609756,1.306266569,0,16,0.75,1.071428571,1.529411765,174.2120864,3.75,1681,67,141,276,0.5476935913,0,34,0.2,0.4,0.6666666667
non-ukb,global,x_nonpar,pass,ukb_broad_intersect,,,,,0.0001,3.60289384,0,73,1,3,5,2.29360798,0,72,0,0,4,0.005725336523,0,10,0,0,0,1.303560523,0,46,0,0,2,0,0,0,0,0,0,3.357954401,0,73,1,3,5,3.285719738,0,71,1,2,5,2.950431309,0,68,1,2,4,3.608619176,0,76,1,3,5,0.3520414005,0,18,0,0,0,0.1974954833,0,9,0,0,0,0.1408591822,0,18,0,0,0,0.03057965852,0,4,0,0,0,0.06313137739,0,5,0,0,0,2.60015522,0,59,1,2,4,0.9147529199,0,19,0,1,1,0.0937110359,0,8,0,0,0,3.51490814,0,74,1,3,5,2.149610356,0,21,1,2,3,0.3347316625,0,7,0,0,0.75,6.484695451,0,72,3,5,8,0.04911370398,0,3,0,0,0
non-ukb,global,y_nonpar,pass,ukb_broad_intersect,,,,,0.0001,0.0208154519,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208154519,0,2,0,0,0,0,0,0,0,0,0,0.01745228211,0,2,0,0,0,0.01758657535,0,2,0,0,0,0.01380884817,0,2,0,0,0,0.0208154519,0,2,0,0,0,0.006697145393,0,2,0,0,0,0.004192284562,0,2,0,0,0,0.002428955958,0,2,0,0,0,1.28E-04,0,1,0,0,0,1.17E-04,0,1,0,0,0,0.01446863669,0,2,0,0,0,0.006101584076,0,2,0,0,0,2.45E-04,0,1,0,0,0,0.02057022077,0,2,0,0,0,0.02226524685,0,1,0,0,0,0.009661835749,0,1,0,0,0,NaN,null,null,null,null,null,0,0,0,0,0,0
non-ukb,global,autosome_or_par,pass,ukb_broad_intersect,,,,,0.001,422.4714719,138,4610,242,280,478,420.3117,138,4450,241,279,486,2.159771877,0,291,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,419.0165176,136,4602,240,282,493,398.9482843,118,4475,230,270,449,369.3187136,82,4130,214,255,422,424.6312438,138,4770,243,283,496,18.44126123,0,974,9,15,25,8.922323087,0,114,4,7,12,8.29369386,0,940,4,7,11,4.086369882,0,77,2,3,5,9.246895595,0,66,6,8,12,306.735394,94,3519,173,202,358,104.5625843,24,1575,60,72,120,13.33326548,0,98,8,11,16,411.2979783,133,4672,233,273,485,2.942384083,0.3107221007,6.428571429,2.685714286,2.929824561,3.195804196,1.306266569,0,16,0.75,1.071428571,1.555555556,240.7086161,3.619047619,2033,114.8,214.75,296.5,0.5145522294,0,37,0.25,0.4166666667,0.6666666667
non-ukb,global,x_nonpar,pass,ukb_broad_intersect,,,,,0.001,7.394898725,0,114,3,6,9,4.681626759,0,110,0,0,7,0.02176582101,0,18,0,0,0,2.691506145,0,70,0,1,4,0,0,0,0,0,0,6.92567877,0,113,3,5,8,6.773413446,0,109,3,5,8,6.094099086,0,104,2,4,8,7.416664546,0,126,3,6,9,0.3520414005,0,18,0,0,1,0.1974954833,0,9,0,0,0,0.1408591822,0,18,0,0,0,0.06193859895,0,5,0,0,0,0.1353437747,0,6,0,0,0,5.4226348,0,95,2,4,7,1.796747373,0,29,0,1,2,0.1972823736,0,8,0,0,0,7.219382173,0,124,3,5,9,2.982671986,0,34,1.5,2.5,4,0.3347316625,0,7,0,0,1,19.02494768,0,110,7,15,24,0.09631198002,0,4,0,0,0
non-ukb,global,y_nonpar,pass,ukb_broad_intersect,,,,,0.001,0.0403346821,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403346821,0,3,0,0,0,0,0,0,0,0,0,0.03417470966,0,3,0,0,0,0.03447832916,0,3,0,0,0,0.0279621877,0,3,0,0,0,0.0403346821,0,3,0,0,0,0.006697145393,0,2,0,0,0,0.004192284562,0,2,0,0,0,0.002428955958,0,2,0,0,0,0.001004279867,0,1,0,0,0,1.17E-04,0,1,0,0,0,0.02853439367,0,2,0,0,0,0.01067923184,0,2,0,0,0,0.001121056596,0,1,0,0,0,0.03921362551,0,3,0,0,0,0.05515719801,0,2,0,0,0,0.009661835749,0,1,0,0,0,NaN,null,null,null,null,null,0,0,0,0,0,0
non-ukb,global,autosome_or_par,pass,ukb_broad_intersect,,,,,0.01,932.6563685,381,8102,606,659,1026,919.5443682,366,7667,602,653,994,13.11200031,0,925,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,927.2519403,370,8078,600,653,1017,882.7708529,339,7855,574,635,950,816.8163916,221,7265,533,600,857,945.7683688,383,8537,608,661,1042,18.44126441,0,974,9,15,25,8.922323087,0,114,4,7,12,8.293697041,0,940,4,7,11,8.189750375,0,82,5,7,10,17.39955851,0,125,12,15,19,695.0454719,276,6353,441,482,758,225.133588,81,2020,144,161,244,25.58930889,1,176,18,22,28,920.1790599,374,8373,586,637,1001,3.084163147,0.5342789598,5.084210526,2.898203593,3.08033241,3.255302435,1.306266431,0,16,0.75,1.083333333,1.583333333,270.5103566,3.346570397,3747,78.9,193.6666667,396,0.5012266879,0,11.66666667,0.3333333333,0.4583333333,0.6153846154
non-ukb,global,x_nonpar,pass,ukb_broad_intersect,,,,,0.01,16.28921856,0,203,8,12,18,10.37462467,0,194,0,0,16,0.1955870378,0,53,0,0,0,5.719006845,0,123,0,4,9,0,0,0,0,0,0,15.28218275,0,201,6,11,17,14.91597433,0,197,6,11,16,13.40523296,0,191,5,10,15,16.48480559,0,216,8,12,17,0.3520445813,0,18,0,0,1,0.1974986641,0,9,0,0,0,0.1408591822,0,18,0,0,0,0.1321121403,0,6,0,0,0,0.281031324,0,8,0,0,0,12.21141759,0,175,6,9,13,3.860244535,0,61,1,3,5,0.4131434642,0,11,0,0,1,16.07166213,0,212,8,12,17,3.771372648,0,48,2,3,4.666666667,0.3347316625,0,7,0,0,0.6666666667,22.3470783,0.25,175,12.45454545,19,28,0.1639687369,0,5,0,0,0
non-ukb,global,y_nonpar,pass,ukb_broad_intersect,,,,,0.01,0.1245598977,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1245598977,0,4,0,0,0,0,0,0,0,0,0,0.1110955409,0,4,0,0,0,0.1117728459,0,4,0,0,0,0.08669504341,0,4,0,0,0,0.1245598977,0,4,0,0,0,0.006697145393,0,2,0,0,0,0.004192284562,0,2,0,0,0,0.002428955958,0,2,0,0,0,0.001004279867,0,1,0,0,0,1.17E-04,0,1,0,0,0,0.1018409851,0,4,0,0,0,0.02159785598,0,3,0,0,0,0.001121056596,0,1,0,0,0,0.1234388411,0,4,0,0,0,0.3899521531,0,3,0,0,1,0.009661835749,0,1,0,0,0,NaN,null,null,null,null,null,0,0,0,0,0,0
non-ukb,global,autosome_or_par,pass,ukb_broad_intersect,,,,,,20176.21881,13391,26879,19849,20496,20749,12596.47099,7155,18100,12179,12742,13003,7579.747818,4975,10532,7416,7672,7818,0,0,0,0,0,0,0.9576643172,0,26,0,1,1,19738.35849,12569,26550,19194,20147,20477,19182.50686,10827,26060,18424,19720,20176,17752.73678,7240,25521,16452,18215,19274,27755.96663,18510,35658,27313,28212,28571,18.44127077,0,974,9,15,25,8.922323087,0,114,4,7,12,8.293697041,0,940,4,7,11,255.5433853,84,361,231,272,287,248.8417962,102,393,234,259,273,20630.19219,14137,26538,20404,20895,21152,6621.389259,4143,8478,6472,6777,6889,504.3851816,191,739,463,534,558,27251.58145,18314,35016,26851,27675,28017,3.120749276,2.54105681,3.503680836,3.066705676,3.098932068,3.14683153,1.306266431,0,16,0.75,1.083333333,1.545454545,1.665237314,0.7359085534,2.666863294,1.628024462,1.668666485,1.70971533,1.023870762,0.6367924528,1.542168675,0.9710144928,1.026415094,1.077220077
non-ukb,global,x_nonpar,pass,ukb_broad_intersect,,,,,,142.1834239,43,440,100,133,179,70.27088794,0,344,0,0,147,14.68710718,0,163,0,0,27,57.22542876,0,293,0,80,104,0.004465762488,0,4,0,0,0,132.1894514,23,437,85,114,175,130.1583596,24,431,85,115,171,116.8226609,8,421,69,97,161,156.8705311,43,563,100,131,205,0.3520445813,0,18,0,0,1,0.1974986641,0,9,0,0,0,0.1408591822,0,18,0,0,0,1.328831522,0,13,0,1,2,1.278235451,0,16,0,1,2,118.5683223,30,425,76,98,156,35.69514173,5,147,22,31,46,2.607066974,0,24,1,2,4,154.2634641,43,550,98,130,202,3.417809584,1.4375,12.66666667,3,3.333333333,3.761904762,0.3347316625,0,7,0,0,0.5,5.617810271,0.4555555556,44.5,4.047619048,5.277777778,6.761904762,0.9537969422,0,10,0,1,1
non-ukb,global,y_nonpar,pass,ukb_broad_intersect,,,,,,0.4421400503,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4421400503,0,6,0,0,1,0,0,0,0,0,0,0.3786894148,0,6,0,0,0,0.3815679611,0,6,0,0,0,0.2757390507,0,6,0,0,0,0.4421400503,0,6,0,0,1,0.006697145393,0,2,0,0,0,0.004192284562,0,2,0,0,0,0.002428955958,0,2,0,0,0,0.001004279867,0,1,0,0,0,1.17E-04,0,1,0,0,0,0.2643182867,0,4,0,0,0,0.1767007071,0,4,0,0,0,0.001121056596,0,1,0,0,0,0.4410189937,0,6,0,0,1,0.5506090775,0,3,0,0.5,1,0.009661835749,0,1,0,0,0,NaN,null,null,null,null,null,0,0,0,0,0,0
non-ukb,global,autosome_or_par,pass,ukb_broad_union,,,,,,45251.38695,23371,79301,39321,47509,49764,28074.04758,13182,54204,24338,29242,30928,17177.33937,8841,26719,14870,18057,18987,0,0,0,0,0,0,2.860979287,0,65,1,2,4,42181.53168,20962,71332,36260,44466,46603,37918.42863,17738,61768,32163,40063,42253,31750.46652,10934,57755,27255,33479,35963,62428.72633,32383,104398,54269,65902,69004,39.42115894,0,1821,20,33,51,18.71282348,0,944,9,16,25,17.52190895,0,1772,9,15,23,1768.07748,513,3257,1324,1945,2097,1605.468447,547,3032,1229,1755,1883,42661.87116,23306,70037,37460,44632,46666,16393.30923,7923,28072,13971,17366,18251,3373.545927,1097,6289,2536,3685,3970,59055.1804,31279,98109,51382,62031,64814,2.616092058,2.206396307,3.000243516,2.551136364,2.576464801,2.680459256,1.197225146,0,16,0.8333333333,1.095238095,1.411764706,1.63796203,0.7577630891,2.576947884,1.599905353,1.640753129,1.677470897,1.096400244,0.8502202643,1.268415742,1.073788546,1.100107066,1.123355263
non-ukb,global,x_nonpar,pass,ukb_broad_union,,,,,,335.700409,91,1128,232,301,432,161.1179483,0,851,0,0,340,42.5455705,0,485,0,0,83,132.0368903,0,733,0,168,242,0.01245896842,0,4,0,0,0,276.4508066,38,1081,149,210,409,253.6260337,37,1004,149,210,355,205.2602643,12,912,107,155,299,378.2459795,91,1449,232,309,513,0.7750006361,0,53,0,0,1,0.4145938828,0,16,0,0,1,0.3155487417,0,53,0,0,0,9.385124303,0,60,5,8,13,10.20645882,0,53,6,9,14,259.2456074,63,991,160,217,352,99.40878903,15,404,61,83,137,19.59158312,0,98,11,16,28,358.6543964,87,1355,221,298,489,2.654119814,1.6,6.4,2.426470588,2.617834395,2.84137931,0.5744431158,0,9,0,0,1,4.089648216,0.3943661972,18.27777778,3.349056604,4.024096386,4.774193548,0.994419191,0,14,0.6315789474,0.8888888889,1.214285714
non-ukb,global,y_nonpar,pass,ukb_broad_union,,,,,,1.880023589,0,36,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1.880023589,0,36,0,1,3,0,0,0,0,0,0,0.7804188781,0,22,0,0,1,0.8307905201,0,23,0,0,1,0.5184536426,0,16,0,0,1,1.880023589,0,36,0,1,3,0.01981701087,0,6,0,0,0,0.01205135841,0,3,0,0,0,0.007397805765,0,2,0,0,0,0.1393905423,0,3,0,0,0,0.04305557988,0,2,0,0,0,1.123298709,0,19,0,1,2,0.5742787577,0,17,0,0,1,0.1824461221,0,4,0,0,0,1.697577467,0,35,0,1,2,1.429762491,0,9,1,1,2,0.0307753797,0,3,0,0,0,NaN,null,null,null,null,null,0.1329787234,0,3,0,0,0
non-ukb,global,autosome_or_par,pass,,coding,,,,,21680.63082,15175,28972,21300,21864,22175,13516.46581,7980,19526,13092,13579,13867,8164.165014,5622,11299,7981,8202,8362,0,0,0,0,0,0,1.149870226,0,28,0,1,2,21280.94958,14258,28768,20673,21583,22043,20791.15852,11703,28620,19794,21174,21924,19245.39094,7591,27716,17731,19606,21064,29844.79584,20920,38418,29384,30131,30562,19.62223912,0,1104,10,17,27,9.512513041,0,125,4,8,13,8.730352554,0,1066,4,7,12,404.5668624,220,552,381,413,431,404.8366625,226,569,388,411,427,22021.48355,15659,28351,21724,22187,22481,7013.908767,4701,9021,6890,7099,7234,809.4035249,459,1081,776,827,857,29035.39231,20400,37372,28573,29299,29703,3.141953523,2.510321865,3.420682378,3.104776367,3.132654545,3.171154397,1.323045034,0,21,0.7692307692,1.1,1.571428571,1.658950324,0.7443498948,2.647050659,1.620898716,1.662868718,1.700529921,0.9997526904,0.7608695652,1.324626866,0.9623529412,0.9976580796,1.034567901
non-ukb,global,x_nonpar,pass,,coding,,,,,146.7484828,47,472,102,135,182,72.82957582,0,371,0,0,152,14.83695832,0,167,0,0,26,59.08194865,0,307,0,83,107,0.003931397745,0,4,0,0,0,137.1981889,23,471,88,121,182,135.7228269,24,467,88,118,177,121.956955,9,459,72,100,168,161.5854411,47,618,103,135,209,0.3728784447,0,19,0,0,1,0.2100594163,0,10,0,0,0,0.1474051503,0,19,0,0,0,0.9048162803,0,12,0,1,1,1.445882847,0,12,1,1,2,124.1580097,34,473,79,104,161,35.07673223,5,145,22,31,46,2.350699127,0,19,1,2,3,159.234742,46,606,101,132,206,3.64148159,1.5,13.71428571,3.1875,3.551020408,4,0.3508026416,0,7,0,0,1,5.848605877,0.43,73.5,4.179487179,5.5,7.05,0.5992645462,0,12,0,0.4,1
non-ukb,global,y_nonpar,pass,,coding,,,,,0.5122819924,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5122819924,0,7,0,0,1,0,0,0,0,0,0,0.4415503279,0,7,0,0,1,0.4448259151,0,7,0,0,1,0.3269339686,0,7,0,0,0,0.5122819924,0,7,0,0,1,0.007853235007,0,2,0,0,0,0.004904622607,0,2,0,0,0,0.002820157999,0,2,0,0,0,5.61E-04,0,1,0,0,0,8.06E-04,0,1,0,0,0,0.30018042,0,5,0,0,1,0.2107352847,0,4,0,0,0,0.001366287726,0,1,0,0,0,0.5109157047,0,7,0,0,1,0.4824612144,0,3,0,0.5,0.5,0.01461377871,0,1,0,0,0,NaN,null,null,null,null,null,0,0,0,0,0,0
non-ukb,global,autosome_or_par,pass,,lof,,HC,no_flags,,65.2436735,26,246,60,66,71,50.50154266,17,229,45,50,56,14.74213084,2,31,13,15,17,0,0,0,0,0,0,0.0668433039,0,4,0,0,0,63.55612738,22,142,58,64,69,60.68217067,22,143,54,61,67,54.41301623,11,100,47,55,62,79.98580435,33,263,74,81,87,1.305049111,0,132,0,1,2,0.2824213084,0,5,0,0,0,0.3212327286,0,127,0,0,1,16.51202957,1,75,14,16,19,27.68737436,8,55,25,27,31,22.6332254,4,45,19,23,26,13.15317502,0,187,11,13,15,44.19940393,14,107,40,44,49,35.78640042,7,210,32,36,40,1.831183278,0.08823529412,22,1.411764706,1.722222222,2.1,0.2932184037,0,5,0,0,0.5,3.624729866,0.85,21,2.866666667,3.428571429,4.166666667,0.609788202,0.03703703704,2.789473684,0.4871794872,0.5925925926,0.7083333333
non-ukb,global,x_nonpar,pass,,lof,,HC,no_flags,,0.1524625309,0,6,0,0,0,0.1020000509,0,6,0,0,0,8.87E-04,0,2,0,0,0,0.0495750528,0,4,0,0,0,0,0,0,0,0,0,0.1327133006,0,6,0,0,0,0.1257856434,0,5,0,0,0,0.103876689,0,5,0,0,0,0.153349958,0,6,0,0,0,0.01383941067,0,4,0,0,0,0.003711926512,0,2,0,0,0,0.003562431614,0,3,0,0,0,0.01333367261,0,4,0,0,0,0.03818799461,0,4,0,0,0,0.08479859538,0,4,0,0,0,0.01702969541,0,4,0,0,0,0.05152166722,0,4,0,0,0,0.1018282908,0,4,0,0,0,0.09996831432,0,3,0,0,0,0.01096892139,0,1,0,0,0,0.2591911765,0,3,0,0,0,0.0256194442,0,3,0,0,0
non-ukb,global,y_nonpar,pass,,lof,,HC,no_flags,,0.001880105333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001880105333,0,1,0,0,0,0,0,0,0,0,0,0.001693262567,0,1,0,0,0,0.00170494024,0,1,0,0,0,0.001407159581,0,1,0,0,0,0.001880105333,0,1,0,0,0,2.8E-04,0,1,0,0,0,1.4E-04,0,1,0,0,0,9.93E-05,0,1,0,0,0,1.75E-05,0,1,0,0,0,2.34E-05,0,1,0,0,0,4.73E-04,0,1,0,0,0,0.001366287726,0,1,0,0,0,4.09E-05,0,1,0,0,0,0.001839233478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,0,0,0,0,0,0
non-ukb,global,autosome_or_par,pass,,lof,,HC,with_flags,,35.03707155,13,79,31,35,39,24.93676684,5,67,21,25,28,10.10030472,0,25,8,10,12,0,0,0,0,0,0,0.02452670551,0,5,0,0,0,34.04760299,13,65,30,34,38,32.84550816,9,63,29,33,37,29.69776585,7,60,25,29,34,45.13737627,16,91,40,45,50,0.170026591,0,19,0,0,0,0.02687727423,0,3,0,0,0,0.03566248505,0,19,0,0,0,12.8520255,0,35,10,13,15,14.65201087,2,33,12,15,17,13.34226698,3,28,11,13,15,4.291072928,0,37,3,4,5,27.50403636,5,59,24,27,31,17.63333991,5,58,15,18,20,3.856041771,0.4,25,2.333333333,3.2,4.5,0.0348597559,0,3,0,0,0,2.784987304,0.3333333333,44,1.916666667,2.5,3.333333333,0.9041584687,0,4.75,0.7,0.8695652174,1.0625
